20000	00000000
40000	00000000
60000	00000000
80000	00000000
100000	00000000
120000	00000004
140000	00000000
160000	00000008
180000	00000000
200000	0000000c
220000	00000000
240000	00000010
260000	00000000
280000	00000014
300000	00000000
320000	00000018
340000	00000000
360000	0000001c
380000	00000000
400000	00000020
420000	00000000
440000	00000024
460000	00000000
480000	00000028
500000	00000000
520000	0000002c
540000	00000000
560000	00000030
580000	00000000
600000	00000034
620000	00000000
640000	00000038
660000	00000000
680000	0000003c
700000	00000000
720000	00000040
740000	00000000
760000	00000044
780000	00000000
800000	00000048
820000	00000000
840000	0000004c
860000	00000000
880000	00000050
900000	00000000
920000	00000054
940000	00000000
960000	00000058
980000	00000000
1000000	0000005c
1020000	00000000
1040000	00000060
1060000	00000000
1080000	00000064
1100000	00000000
1120000	00000068
1140000	00000000
1160000	0000006c
1180000	00000000
1200000	00000070
1220000	00000000
1240000	00000074
1260000	00000000
1280000	00000078
1300000	00000000
1320000	0000007c
1340000	00000000
1360000	00000080
1380000	00000000
1400000	00000084
1420000	00000000
1440000	00000088
1460000	00000000
1480000	0000008c
1500000	00000000
1520000	00000090
1540000	00000000
1560000	00000000
1580000	00000000
1600000	000008d4
1620000	00000000
1640000	000008d8
1660000	00000000
1680000	000008dc
1700000	00000000
1720000	000008e0
1740000	00000000
1760000	000008e4
1780000	00000000
1800000	000008e8
1820000	00000000
1840000	000008ec
1860000	00000000
1880000	000008f0
1900000	00000000
1920000	000008f4
1940000	00000000
1960000	000008f8
1980000	00000000
2000000	000008fc
2020000	000008fc
2040000	000008fc
2060000	00000900
2080000	00000000
2100000	00000000
2120000	00000000
2140000	00000904
2160000	00000000
2180000	00000908
2200000	00000000
2220000	0000090c
2240000	00000000
2260000	00000910
2280000	00000000
2300000	00000914
2320000	00000000
2340000	00000918
2360000	00000000
2380000	0000091c
2400000	00000000
2420000	00000000
2440000	00000000
2460000	000008f8
2480000	00000000
2500000	000008fc
2520000	000008fc
2540000	000008fc
2560000	00000900
2580000	00000000
2600000	00000000
2620000	00000000
2640000	00000904
2660000	00000000
2680000	00000908
2700000	00000000
2720000	0000090c
2740000	00000000
2760000	00000910
2780000	00000000
2800000	00000914
2820000	00000000
2840000	00000918
2860000	00000000
2880000	0000091c
2900000	00000000
2920000	00000000
2940000	00000000
2960000	000008f8
2980000	00000000
3000000	000008fc
3020000	000008fc
3040000	000008fc
3060000	00000900
3080000	00000000
3100000	00000000
3120000	00000000
3140000	00000904
3160000	00000000
3180000	00000908
3200000	00000000
3220000	0000090c
3240000	00000000
