gate,rank,line,module,unit,gate_type,combined_score,lti range,lti start,welcht,weight
skivav/g155909,299,{{../../rtl/skivav/ALU.v 63 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.768091491314358,10080000-10099999,10080000,7.300565633577262,1
skivav/g155909,299,{{../../rtl/skivav/ALU.v 63 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.768091491314358,10060000-10079999,10060000,7.300565633577262,1
skivav/g155909,299,{{../../rtl/skivav/ALU.v 63 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.768091491314358,14020000-14039999,14020000,13.166960224159833,1
skivav/g155314,300,{{../../rtl/skivav/ALU.v 100 49}},ALU.v,Execute Stage,sky130_fd_sc_hd__o22a_1,27.768091491314358,10080000-10099999,10080000,7.300565633577262,1
skivav/g155314,300,{{../../rtl/skivav/ALU.v 100 49}},ALU.v,Execute Stage,sky130_fd_sc_hd__o22a_1,27.768091491314358,10060000-10079999,10060000,7.300565633577262,1
skivav/g155314,300,{{../../rtl/skivav/ALU.v 100 49}},ALU.v,Execute Stage,sky130_fd_sc_hd__o22a_1,27.768091491314358,14020000-14039999,14020000,13.166960224159833,1
skivav/g154550,301,{{../../rtl/skivav/ALU.v 119 48}},ALU.v,Execute Stage,sky130_fd_sc_hd__nor2_1,27.768091491314358,10080000-10099999,10080000,7.300565633577262,1
skivav/g154550,301,{{../../rtl/skivav/ALU.v 119 48}},ALU.v,Execute Stage,sky130_fd_sc_hd__nor2_1,27.768091491314358,10060000-10079999,10060000,7.300565633577262,1
skivav/g154550,301,{{../../rtl/skivav/ALU.v 119 48}},ALU.v,Execute Stage,sky130_fd_sc_hd__nor2_1,27.768091491314358,14020000-14039999,14020000,13.166960224159833,1
skivav/g154096,302,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__nor2_1,27.768091491314358,10080000-10099999,10080000,7.300565633577262,1
skivav/g154096,302,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__nor2_1,27.768091491314358,10060000-10079999,10060000,7.300565633577262,1
skivav/g154096,302,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__nor2_1,27.768091491314358,14020000-14039999,14020000,13.166960224159833,1
skivav/g153740,303,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a22oi_1,27.768091491314358,10080000-10099999,10080000,7.300565633577262,1
skivav/g153740,303,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a22oi_1,27.768091491314358,10060000-10079999,10060000,7.300565633577262,1
skivav/g153740,303,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a22oi_1,27.768091491314358,14020000-14039999,14020000,13.166960224159833,1
skivav/g153731,304,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a22o_1,27.768091491314358,10080000-10099999,10080000,7.300565633577262,1
skivav/g153731,304,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a22o_1,27.768091491314358,10060000-10079999,10060000,7.300565633577262,1
skivav/g153731,304,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a22o_1,27.768091491314358,14020000-14039999,14020000,13.166960224159833,1
skivav/g153727,305,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a32o_1,27.768091491314358,10080000-10099999,10080000,7.300565633577262,1
skivav/g153727,305,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a32o_1,27.768091491314358,10060000-10079999,10060000,7.300565633577262,1
skivav/g153727,305,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a32o_1,27.768091491314358,14020000-14039999,14020000,13.166960224159833,1
skivav/g153483,306,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o32ai_1,27.768091491314358,10080000-10099999,10080000,7.300565633577262,1
skivav/g153483,306,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o32ai_1,27.768091491314358,10060000-10079999,10060000,7.300565633577262,1
skivav/g153483,306,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o32ai_1,27.768091491314358,14020000-14039999,14020000,13.166960224159833,1
skivav/g153440,307,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o21ai_1,27.768091491314358,10080000-10099999,10080000,7.300565633577262,1
skivav/g153440,307,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o21ai_1,27.768091491314358,10060000-10079999,10060000,7.300565633577262,1
skivav/g153440,307,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o21ai_1,27.768091491314358,14020000-14039999,14020000,13.166960224159833,1
skivav/g153011,308,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o2111ai_1,27.768091491314358,10080000-10099999,10080000,7.300565633577262,1
skivav/g153011,308,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o2111ai_1,27.768091491314358,10060000-10079999,10060000,7.300565633577262,1
skivav/g153011,308,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o2111ai_1,27.768091491314358,14020000-14039999,14020000,13.166960224159833,1
skivav/g153007,309,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a222oi_1,27.768091491314358,10080000-10099999,10080000,7.300565633577262,1
skivav/g153007,309,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a222oi_1,27.768091491314358,10060000-10079999,10060000,7.300565633577262,1
skivav/g153007,309,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a222oi_1,27.768091491314358,14020000-14039999,14020000,13.166960224159833,1
skivav/g152851,310,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o2111ai_1,27.768091491314358,10080000-10099999,10080000,7.300565633577262,1
skivav/g152851,310,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o2111ai_1,27.768091491314358,10060000-10079999,10060000,7.300565633577262,1
skivav/g152851,310,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o2111ai_1,27.768091491314358,14020000-14039999,14020000,13.166960224159833,1
skivav/core_execute_pipe_pipe_reg_reg[147],314,{{../../rtl/skivav/pipeline_register.v 42 17}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__dfxtp_1,27.768091491314358,10080000-10099999,10080000,7.300565633577262,1
skivav/core_execute_pipe_pipe_reg_reg[147],314,{{../../rtl/skivav/pipeline_register.v 42 17}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__dfxtp_1,27.768091491314358,10060000-10079999,10060000,7.300565633577262,1
skivav/core_execute_pipe_pipe_reg_reg[147],314,{{../../rtl/skivav/pipeline_register.v 42 17}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__dfxtp_1,27.768091491314358,14020000-14039999,14020000,13.166960224159833,1
skivav/core_EX_EU_sub_71_39_Y_core_EX_EU_add_55_39_g1453,315,{{../../rtl/skivav/ALU.v 71 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.768091491314358,10080000-10099999,10080000,7.300565633577262,1
skivav/core_EX_EU_sub_71_39_Y_core_EX_EU_add_55_39_g1453,315,{{../../rtl/skivav/ALU.v 71 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.768091491314358,10060000-10079999,10060000,7.300565633577262,1
skivav/core_EX_EU_sub_71_39_Y_core_EX_EU_add_55_39_g1453,315,{{../../rtl/skivav/ALU.v 71 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.768091491314358,14020000-14039999,14020000,13.166960224159833,1
skivav/core_EX_EU_sub_71_39_Y_core_EX_EU_add_55_39_g1439,316,{{../../rtl/skivav/ALU.v 71 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nor2_1,27.768091491314358,10080000-10099999,10080000,7.300565633577262,1
skivav/core_EX_EU_sub_71_39_Y_core_EX_EU_add_55_39_g1439,316,{{../../rtl/skivav/ALU.v 71 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nor2_1,27.768091491314358,10060000-10079999,10060000,7.300565633577262,1
skivav/core_EX_EU_sub_71_39_Y_core_EX_EU_add_55_39_g1439,316,{{../../rtl/skivav/ALU.v 71 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nor2_1,27.768091491314358,14020000-14039999,14020000,13.166960224159833,1
skivav/g155850,317,{{../../rtl/skivav/ALU.v 63 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__inv_2,27.76192106405483,10080000-10099999,10080000,8.792562754335762,1
skivav/g155850,317,{{../../rtl/skivav/ALU.v 63 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__inv_2,27.76192106405483,10060000-10079999,10060000,8.792562754335762,1
skivav/g155850,317,{{../../rtl/skivav/ALU.v 63 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__inv_2,27.76192106405483,14020000-14039999,14020000,10.17679555538331,1
skivav/g155751,318,{{../../rtl/skivav/ALU.v 63 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__and2_1,27.76192106405483,10080000-10099999,10080000,8.792562754335762,1
skivav/g155751,318,{{../../rtl/skivav/ALU.v 63 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__and2_1,27.76192106405483,10060000-10079999,10060000,8.792562754335762,1
skivav/g155751,318,{{../../rtl/skivav/ALU.v 63 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__and2_1,27.76192106405483,14020000-14039999,14020000,10.17679555538331,1
skivav/g153238,319,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o22ai_1,27.62258263695524,10080000-10099999,10080000,7.276931816006266,1
skivav/g153238,319,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o22ai_1,27.62258263695524,10060000-10079999,10060000,7.276931816006266,1
skivav/g153238,319,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o22ai_1,27.62258263695524,14020000-14039999,14020000,13.068719004942707,1
skivav/g155021,321,{{../../rtl/skivav/ALU.v 113 126}},ALU.v,Execute Stage,sky130_fd_sc_hd__xnor2_1,27.62095467367321,10080000-10099999,10080000,7.276931816006266,1
skivav/g155021,321,{{../../rtl/skivav/ALU.v 113 126}},ALU.v,Execute Stage,sky130_fd_sc_hd__xnor2_1,27.62095467367321,10060000-10079999,10060000,7.276931816006266,1
skivav/g155021,321,{{../../rtl/skivav/ALU.v 113 126}},ALU.v,Execute Stage,sky130_fd_sc_hd__xnor2_1,27.62095467367321,14020000-14039999,14020000,13.06709104166068,1
skivav/g153771,322,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o22ai_1,27.49611694559321,10080000-10099999,10080000,7.183855256593826,1
skivav/g153771,322,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o22ai_1,27.49611694559321,10060000-10079999,10060000,7.183855256593826,1
skivav/g153771,322,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o22ai_1,27.49611694559321,14020000-14039999,14020000,13.12840643240556,1
skivav/g152996,323,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a221oi_1,27.49611694559321,10080000-10099999,10080000,7.183855256593826,1
skivav/g152996,323,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a221oi_1,27.49611694559321,10060000-10079999,10060000,7.183855256593826,1
skivav/g152996,323,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a221oi_1,27.49611694559321,14020000-14039999,14020000,13.12840643240556,1
skivav/g153092,324,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a221oi_1,27.475190041430054,10080000-10099999,10080000,6.714191294991816,1
skivav/g153092,324,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a221oi_1,27.475190041430054,10060000-10079999,10060000,6.714191294991816,1
skivav/g153092,324,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a221oi_1,27.475190041430054,14020000-14039999,14020000,14.046807451446421,1
skivav/g165259,325,{{../../rtl/skivav/ALU.v 113 69}},ALU.v,Execute Stage,sky130_fd_sc_hd__a22o_2,27.4632437648623,10080000-10099999,10080000,7.276931816006266,1
skivav/g165259,325,{{../../rtl/skivav/ALU.v 113 69}},ALU.v,Execute Stage,sky130_fd_sc_hd__a22o_2,27.4632437648623,10060000-10079999,10060000,7.276931816006266,1
skivav/g165259,325,{{../../rtl/skivav/ALU.v 113 69}},ALU.v,Execute Stage,sky130_fd_sc_hd__a22o_2,27.4632437648623,14020000-14039999,14020000,12.909380132849765,1
skivav/g160304,326,{{../../rtl/skivav/s_axi_controller.sv 100 30}},s_axi_controller.sv,T-DMA,sky130_fd_sc_hd__a22o_1,27.4632437648623,10080000-10099999,10080000,7.276931816006266,1
skivav/g160304,326,{{../../rtl/skivav/s_axi_controller.sv 100 30}},s_axi_controller.sv,T-DMA,sky130_fd_sc_hd__a22o_1,27.4632437648623,10060000-10079999,10060000,7.276931816006266,1
skivav/g160304,326,{{../../rtl/skivav/s_axi_controller.sv 100 30}},s_axi_controller.sv,T-DMA,sky130_fd_sc_hd__a22o_1,27.4632437648623,14020000-14039999,14020000,12.909380132849765,1
skivav/g157077,328,{{../../rtl/skivav/ALU.v 69 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.4632437648623,10080000-10099999,10080000,7.276931816006266,1
skivav/g157077,328,{{../../rtl/skivav/ALU.v 69 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.4632437648623,10060000-10079999,10060000,7.276931816006266,1
skivav/g157077,328,{{../../rtl/skivav/ALU.v 69 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.4632437648623,14020000-14039999,14020000,12.909380132849765,1
skivav/g156663,329,{{../../rtl/skivav/ALU.v 69 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.4632437648623,10080000-10099999,10080000,7.276931816006266,1
skivav/g156663,329,{{../../rtl/skivav/ALU.v 69 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.4632437648623,10060000-10079999,10060000,7.276931816006266,1
skivav/g156663,329,{{../../rtl/skivav/ALU.v 69 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.4632437648623,14020000-14039999,14020000,12.909380132849765,1
skivav/g156435,330,{{../../rtl/skivav/ALU.v 63 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nor2_1,27.4632437648623,10080000-10099999,10080000,7.276931816006266,1
skivav/g156435,330,{{../../rtl/skivav/ALU.v 63 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nor2_1,27.4632437648623,10060000-10079999,10060000,7.276931816006266,1
skivav/g156435,330,{{../../rtl/skivav/ALU.v 63 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nor2_1,27.4632437648623,14020000-14039999,14020000,12.909380132849765,1
skivav/g156214,331,{{../../rtl/skivav/ALU.v 63 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.4632437648623,10080000-10099999,10080000,7.276931816006266,1
skivav/g156214,331,{{../../rtl/skivav/ALU.v 63 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.4632437648623,10060000-10079999,10060000,7.276931816006266,1
skivav/g156214,331,{{../../rtl/skivav/ALU.v 63 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.4632437648623,14020000-14039999,14020000,12.909380132849765,1
skivav/g155269,332,{{../../rtl/skivav/ALU.v 113 50}},ALU.v,Execute Stage,sky130_fd_sc_hd__xnor2_1,27.4632437648623,10080000-10099999,10080000,7.276931816006266,1
skivav/g155269,332,{{../../rtl/skivav/ALU.v 113 50}},ALU.v,Execute Stage,sky130_fd_sc_hd__xnor2_1,27.4632437648623,10060000-10079999,10060000,7.276931816006266,1
skivav/g155269,332,{{../../rtl/skivav/ALU.v 113 50}},ALU.v,Execute Stage,sky130_fd_sc_hd__xnor2_1,27.4632437648623,14020000-14039999,14020000,12.909380132849765,1
skivav/g154060,333,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__nor2_1,27.4632437648623,10080000-10099999,10080000,7.276931816006266,1
skivav/g154060,333,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__nor2_1,27.4632437648623,10060000-10079999,10060000,7.276931816006266,1
skivav/g154060,333,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__nor2_1,27.4632437648623,14020000-14039999,14020000,12.909380132849765,1
skivav/g153854,334,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o22ai_1,27.4632437648623,10080000-10099999,10080000,7.276931816006266,1
skivav/g153854,334,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o22ai_1,27.4632437648623,10060000-10079999,10060000,7.276931816006266,1
skivav/g153854,334,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o22ai_1,27.4632437648623,14020000-14039999,14020000,12.909380132849765,1
skivav/g153763,335,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a32o_1,27.4632437648623,10080000-10099999,10080000,7.276931816006266,1
skivav/g153763,335,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a32o_1,27.4632437648623,10060000-10079999,10060000,7.276931816006266,1
skivav/g153763,335,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a32o_1,27.4632437648623,14020000-14039999,14020000,12.909380132849765,1
skivav/g153441,336,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o21a_1,27.4632437648623,10080000-10099999,10080000,7.276931816006266,1
skivav/g153441,336,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o21a_1,27.4632437648623,10060000-10079999,10060000,7.276931816006266,1
skivav/g153441,336,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__o21a_1,27.4632437648623,14020000-14039999,14020000,12.909380132849765,1
skivav/g153168,337,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a221oi_1,27.4632437648623,10080000-10099999,10080000,7.276931816006266,1
skivav/g153168,337,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a221oi_1,27.4632437648623,10060000-10079999,10060000,7.276931816006266,1
skivav/g153168,337,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a221oi_1,27.4632437648623,14020000-14039999,14020000,12.909380132849765,1
skivav/core_execute_pipe_pipe_reg_reg[131],339,{{../../rtl/skivav/pipeline_register.v 42 17}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__dfxtp_1,27.4632437648623,10080000-10099999,10080000,7.276931816006266,1
skivav/core_execute_pipe_pipe_reg_reg[131],339,{{../../rtl/skivav/pipeline_register.v 42 17}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__dfxtp_1,27.4632437648623,10060000-10079999,10060000,7.276931816006266,1
skivav/core_execute_pipe_pipe_reg_reg[131],339,{{../../rtl/skivav/pipeline_register.v 42 17}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__dfxtp_1,27.4632437648623,14020000-14039999,14020000,12.909380132849765,1
skivav/core_EX_EU_sub_71_39_Y_core_EX_EU_add_55_39_g1424,340,{{../../rtl/skivav/ALU.v 71 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nor2b_1,27.4632437648623,10080000-10099999,10080000,7.276931816006266,1
skivav/core_EX_EU_sub_71_39_Y_core_EX_EU_add_55_39_g1424,340,{{../../rtl/skivav/ALU.v 71 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nor2b_1,27.4632437648623,10060000-10079999,10060000,7.276931816006266,1
skivav/core_EX_EU_sub_71_39_Y_core_EX_EU_add_55_39_g1424,340,{{../../rtl/skivav/ALU.v 71 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nor2b_1,27.4632437648623,14020000-14039999,14020000,12.909380132849765,1
skivav/g167435,341,{{../../rtl/skivav/ALU.v 71 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__or2_1,27.377874628740955,10080000-10099999,10080000,7.128559985302354,1
skivav/g167435,341,{{../../rtl/skivav/ALU.v 71 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__or2_1,27.377874628740955,10060000-10079999,10060000,7.128559985302354,1
skivav/g167435,341,{{../../rtl/skivav/ALU.v 71 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__or2_1,27.377874628740955,14020000-14039999,14020000,13.12075465813625,1
skivav/g153733,342,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a22oi_1,27.367010782555617,10080000-10099999,10080000,7.4690921552613005,1
skivav/g153733,342,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a22oi_1,27.367010782555617,10060000-10079999,10060000,7.4690921552613005,1
skivav/g153733,342,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a22oi_1,27.367010782555617,14020000-14039999,14020000,12.428826472033014,1
skivav/g156101,343,{{../../rtl/skivav/ALU.v 69 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__o22a_1,27.223895980402684,10080000-10099999,10080000,7.078402469371002,1
skivav/g156101,343,{{../../rtl/skivav/ALU.v 69 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__o22a_1,27.223895980402684,10060000-10079999,10060000,7.078402469371002,1
skivav/g156101,343,{{../../rtl/skivav/ALU.v 69 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__o22a_1,27.223895980402684,14020000-14039999,14020000,13.06709104166068,1
skivav/g154392,344,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a21oi_1,27.207931744544574,10080000-10099999,10080000,5.99541817902735,1
skivav/g154392,344,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a21oi_1,27.207931744544574,10060000-10079999,10060000,7.698165446679224,1
skivav/g154392,344,{{../../rtl/skivav/pipeline_register.v 45 11}},pipeline_register.v,Execute Stage,sky130_fd_sc_hd__a21oi_1,27.207931744544574,14020000-14039999,14020000,13.514348118837999,1
skivav/g160432,346,{{../../rtl/skivav/ALU.v 113 69}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.106292555417937,10080000-10099999,10080000,7.128559985302354,1
skivav/g160432,346,{{../../rtl/skivav/ALU.v 113 69}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.106292555417937,10060000-10079999,10060000,7.128559985302354,1
skivav/g160432,346,{{../../rtl/skivav/ALU.v 113 69}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.106292555417937,14020000-14039999,14020000,12.849172584813228,1
skivav/g160290,347,{{../../rtl/skivav/s_axi_controller.sv 100 30}},s_axi_controller.sv,T-DMA,sky130_fd_sc_hd__o2bb2ai_1,27.106292555417937,10080000-10099999,10080000,7.128559985302354,1
skivav/g160290,347,{{../../rtl/skivav/s_axi_controller.sv 100 30}},s_axi_controller.sv,T-DMA,sky130_fd_sc_hd__o2bb2ai_1,27.106292555417937,10060000-10079999,10060000,7.128559985302354,1
skivav/g160290,347,{{../../rtl/skivav/s_axi_controller.sv 100 30}},s_axi_controller.sv,T-DMA,sky130_fd_sc_hd__o2bb2ai_1,27.106292555417937,14020000-14039999,14020000,12.849172584813228,1
skivav/g160133,348,{{../../rtl/skivav/ALU.v 113 69}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.106292555417937,10080000-10099999,10080000,7.128559985302354,1
skivav/g160133,348,{{../../rtl/skivav/ALU.v 113 69}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.106292555417937,10060000-10079999,10060000,7.128559985302354,1
skivav/g160133,348,{{../../rtl/skivav/ALU.v 113 69}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.106292555417937,14020000-14039999,14020000,12.849172584813228,1
skivav/g157084,350,{{../../rtl/skivav/ALU.v 69 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.106292555417937,10080000-10099999,10080000,7.128559985302354,1
skivav/g157084,350,{{../../rtl/skivav/ALU.v 69 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.106292555417937,10060000-10079999,10060000,7.128559985302354,1
skivav/g157084,350,{{../../rtl/skivav/ALU.v 69 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.106292555417937,14020000-14039999,14020000,12.849172584813228,1
skivav/g156673,351,{{../../rtl/skivav/ALU.v 63 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.106292555417937,10080000-10099999,10080000,7.128559985302354,1
skivav/g156673,351,{{../../rtl/skivav/ALU.v 63 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.106292555417937,10060000-10079999,10060000,7.128559985302354,1
skivav/g156673,351,{{../../rtl/skivav/ALU.v 63 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.106292555417937,14020000-14039999,14020000,12.849172584813228,1
skivav/g156672,352,{{../../rtl/skivav/ALU.v 63 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.106292555417937,10080000-10099999,10080000,7.128559985302354,1
skivav/g156672,352,{{../../rtl/skivav/ALU.v 63 39}},ALU.v,Execute Stage,sky130_fd_sc_hd__nand2_1,27.106292555417937,10060000-10079999,10060000,7.128559985302354,1
